ID,Prob1
1873, 0.63
1874, 0.51
1875, 0.67
1876, 0.77
1877, 0.62
1878, 0.58
1879, 0.67
1880, 0.76
1881, 0.68
1882, 0.72
1883, 0.54
1884, 0.64
1885, 0.45
1886, 0.49
1887, 0.26
1888, 0.35
1889, 0.65
1890, 0.56
1891, 0.62
1892, 0.75
1893, 0.61
1894, 0.46
1895, 0.71
1896, 0.53
1897, 0.33
1898, 0.55
1899, 0.65
1900, 0.55
1901, 0.63
1902, 0.74
1903, 0.57
1904, 0.62
1905, 0.70
1906, 0.60
1907, 0.55
1908, 0.67
1909, 0.62
1910, 0.52
1911, 0.52
1912, 0.71
1913, 0.64
1914, 0.33
1915, 0.52
1916, 0.63
1917, 0.64
1918, 0.53
1919, 0.70
1920, 0.56
1921, 0.76
1922, 0.65
1923, 0.28
1924, 0.75
1925, 0.50
1926, 0.54
1927, 0.58
1928, 0.51
1929, 0.55
1930, 0.50
1931, 0.53
1932, 0.48
1933, 0.66
1934, 0.63
1935, 0.57
1936, 0.58
1937, 0.60
1938, 0.56
1939, 0.61
1940, 0.68
1941, 0.66
1942, 0.60
1943, 0.64
1944, 0.76
1945, 0.60
1946, 0.73
1947, 0.53
1948, 0.55
1949, 0.71
1950, 0.56
1951, 0.66
1952, 0.45
1953, 0.49
1954, 0.54
1955, 0.66
1956, 0.65
1957, 0.60
1958, 0.56
1959, 0.63
1960, 0.42
1961, 0.74
1962, 0.63
1963, 0.64
1964, 0.72
1965, 0.66
1966, 0.60
1967, 0.54
1968, 0.49
1969, 0.40
1970, 0.72
1971, 0.66
1972, 0.72
1973, 0.57
1974, 0.60
1975, 0.47
1976, 0.33
1977, 0.64
1978, 0.41
1979, 0.64
1980, 0.56
1981, 0.58
1982, 0.36
1983, 0.60
1984, 0.66
1985, 0.63
1986, 0.72
1987, 0.53
1988, 0.52
1989, 0.61
1990, 0.65
1991, 0.54
1992, 0.73
1993, 0.60
1994, 0.65
1995, 0.62
1996, 0.63
1997, 0.65
1998, 0.68
1999, 0.53
2000, 0.67
2001, 0.24
2002, 0.57
2003, 0.56
2004, 0.75
2005, 0.74
2006, 0.69
2007, 0.73
2008, 0.49
2009, 0.69
2010, 0.75
2011, 0.69
2012, 0.62
2013, 0.41
2014, 0.66
2015, 0.68
2016, 0.71
2017, 0.50
2018, 0.72
2019, 0.55
2020, 0.51
2021, 0.59
2022, 0.60
2023, 0.48
2024, 0.56
2025, 0.62
2026, 0.60
2027, 0.72
2028, 0.59
2029, 0.75
2030, 0.25
2031, 0.53
2032, 0.52
2033, 0.49
2034, 0.50
2035, 0.60
2036, 0.57
2037, 0.53
2038, 0.61
2039, 0.52
2040, 0.46
2041, 0.48
2042, 0.60
2043, 0.61
2044, 0.50
2045, 0.64
2046, 0.74
2047, 0.50
2048, 0.65
2049, 0.62
2050, 0.48
2051, 0.53
2052, 0.66
2053, 0.45
2054, 0.67
2055, 0.43
2056, 0.59
2057, 0.50
2058, 0.50
2059, 0.62
2060, 0.57
2061, 0.40
2062, 0.45
2063, 0.45
2064, 0.58
2065, 0.75
2066, 0.50
2067, 0.69
2068, 0.53
2069, 0.55
2070, 0.58
2071, 0.52
2072, 0.45
2073, 0.53
2074, 0.54
2075, 0.55
2076, 0.62
2077, 0.54
2078, 0.64
2079, 0.32
2080, 0.60
2081, 0.72
2082, 0.68
2083, 0.53
2084, 0.66
2085, 0.54
2086, 0.64
2087, 0.77
2088, 0.53
2089, 0.64
2090, 0.60
2091, 0.59
2092, 0.68
2093, 0.64
2094, 0.54
2095, 0.52
2096, 0.57
2097, 0.49
2098, 0.45
2099, 0.61
2100, 0.51
2101, 0.55
2102, 0.51
2103, 0.57
2104, 0.45
2105, 0.50
2106, 0.69
2107, 0.74
2108, 0.54
2109, 0.66
2110, 0.59
2111, 0.60
2112, 0.50
2113, 0.55
2114, 0.25
2115, 0.74
2116, 0.47
2117, 0.67
2118, 0.46
2119, 0.30
2120, 0.58
2121, 0.57
2122, 0.62
2123, 0.50
2124, 0.68
2125, 0.58
2126, 0.58
2127, 0.63
2128, 0.61
2129, 0.66
2130, 0.62
2131, 0.54
2132, 0.53
2133, 0.72
2134, 0.74
2135, 0.66
2136, 0.54
2137, 0.75
2138, 0.63
2139, 0.37
2140, 0.67
2141, 0.75
2142, 0.59
2143, 0.47
2144, 0.53
2145, 0.63
2146, 0.70
2147, 0.66
2148, 0.67
2149, 0.53
2150, 0.47
2151, 0.59
2152, 0.64
2153, 0.57
2154, 0.73
2155, 0.64
2156, 0.57
2157, 0.61
2158, 0.59
2159, 0.65
2160, 0.70
2161, 0.68
2162, 0.54
2163, 0.44
2164, 0.49
2165, 0.61
2166, 0.69
2167, 0.61
2168, 0.70
2169, 0.69
2170, 0.41
2171, 0.57
2172, 0.49
2173, 0.66
2174, 0.55
2175, 0.62
2176, 0.65
2177, 0.66
2178, 0.54
2179, 0.68
2180, 0.61
2181, 0.61
2182, 0.76
2183, 0.58
2184, 0.53
2185, 0.54
2186, 0.63
2187, 0.50
2188, 0.67
2189, 0.58
2190, 0.47
2191, 0.50
2192, 0.52
2193, 0.72
2194, 0.52
2195, 0.58
2196, 0.74
2197, 0.47
2198, 0.53
2199, 0.56
2200, 0.53
2201, 0.59
2202, 0.73
2203, 0.70
2204, 0.70
2205, 0.31
2206, 0.46
2207, 0.52
2208, 0.53
2209, 0.45
2210, 0.75
2211, 0.48
2212, 0.69
2213, 0.63
2214, 0.52
2215, 0.63
2216, 0.45
2217, 0.75
2218, 0.57
2219, 0.65
2220, 0.72
2221, 0.57
2222, 0.53
2223, 0.59
2224, 0.47
2225, 0.68
2226, 0.66
2227, 0.34
2228, 0.51
2229, 0.57
2230, 0.52
2231, 0.58
2232, 0.72
2233, 0.65
2234, 0.67
2235, 0.62
2236, 0.48
2237, 0.60
2238, 0.52
2239, 0.57
2240, 0.63
2241, 0.54
2242, 0.68
2243, 0.74
2244, 0.45
2245, 0.65
2246, 0.66
2247, 0.60
2248, 0.51
2249, 0.58
2250, 0.40
2251, 0.43
2252, 0.61
2253, 0.53
2254, 0.48
2255, 0.69
2256, 0.50
2257, 0.49
2258, 0.52
2259, 0.52
2260, 0.66
2261, 0.74
2262, 0.66
2263, 0.56
2264, 0.52
2265, 0.49
2266, 0.64
2267, 0.53
2268, 0.74
2269, 0.71
2270, 0.48
2271, 0.66
2272, 0.59
2273, 0.57
2274, 0.53
2275, 0.71
2276, 0.61
2277, 0.51
2278, 0.58
2279, 0.47
2280, 0.67
2281, 0.67
2282, 0.60
2283, 0.60
2284, 0.61
2285, 0.70
2286, 0.54
2287, 0.47
2288, 0.56
2289, 0.64
2290, 0.76
2291, 0.45
2292, 0.74
2293, 0.76
2294, 0.60
2295, 0.69
2296, 0.67
2297, 0.67
2298, 0.56
2299, 0.27
2300, 0.74
2301, 0.52
2302, 0.49
2303, 0.51
2304, 0.29
2305, 0.58
2306, 0.57
2307, 0.50
2308, 0.63
2309, 0.70
2310, 0.52
2311, 0.65
2312, 0.59
2313, 0.49
2314, 0.59
2315, 0.61
2316, 0.50
2317, 0.66
2318, 0.62
2319, 0.48
2320, 0.56
2321, 0.54
2322, 0.55
2323, 0.51
2324, 0.50
2325, 0.60
2326, 0.45
2327, 0.54
2328, 0.60
2329, 0.24
2330, 0.61
2331, 0.58
2332, 0.65
2333, 0.52
2334, 0.58
2335, 0.63
2336, 0.73
2337, 0.58
2338, 0.67
2339, 0.70
2340, 0.57
2341, 0.61
2342, 0.52
2343, 0.73
2344, 0.64
2345, 0.40
2346, 0.64
2347, 0.62
2348, 0.54
2349, 0.53
2350, 0.53
2351, 0.54
2352, 0.64
2353, 0.47
2354, 0.70
2355, 0.44
2356, 0.53
2357, 0.53
2358, 0.55
2359, 0.53
2360, 0.54
2361, 0.76
2362, 0.57
2363, 0.75
2364, 0.62
2365, 0.70
2366, 0.63
2367, 0.26
2368, 0.64
2369, 0.50
2370, 0.60
2371, 0.62
2372, 0.43
2373, 0.50
2374, 0.34
2375, 0.65
2376, 0.59
2377, 0.56
2378, 0.59
2379, 0.58
2380, 0.56
2381, 0.46
2382, 0.55
2383, 0.52
2384, 0.49
2385, 0.68
2386, 0.52
2387, 0.75
2388, 0.59
2389, 0.70
2390, 0.58
2391, 0.60
2392, 0.70
2393, 0.52
2394, 0.48
2395, 0.41
2396, 0.48
2397, 0.65
2398, 0.68
2399, 0.47
2400, 0.59
2401, 0.54
2402, 0.55
2403, 0.53
2404, 0.65
2405, 0.64
2406, 0.57
2407, 0.52
2408, 0.55
2409, 0.29
2410, 0.57
2411, 0.61
2412, 0.64
2413, 0.37
2414, 0.58
2415, 0.56
2416, 0.69
2417, 0.54
2418, 0.63
2419, 0.75
2420, 0.61
2421, 0.74
2422, 0.67
2423, 0.61
2424, 0.64
2425, 0.59
2426, 0.33
2427, 0.61
2428, 0.57
2429, 0.42
2430, 0.53
2431, 0.59
2432, 0.51
2433, 0.73
2434, 0.62
2435, 0.59
2436, 0.49
2437, 0.58
2438, 0.52
2439, 0.49
2440, 0.47
2441, 0.27
2442, 0.63
2443, 0.54
2444, 0.50
2445, 0.51
2446, 0.30
2447, 0.56
2448, 0.59
2449, 0.75
2450, 0.65
2451, 0.55
2452, 0.61
2453, 0.53
2454, 0.50
2455, 0.67
2456, 0.72
2457, 0.38
2458, 0.58
2459, 0.47
2460, 0.68
2461, 0.77
2462, 0.48
2463, 0.74
2464, 0.54
2465, 0.59
2466, 0.45
2467, 0.59
2468, 0.54
2469, 0.46
2470, 0.59
2471, 0.50
2472, 0.50
2473, 0.55
2474, 0.59
2475, 0.70
2476, 0.42
2477, 0.62
2478, 0.49
2479, 0.51
2480, 0.42
2481, 0.32
2482, 0.70
2483, 0.56
2484, 0.49
2485, 0.54
2486, 0.67
2487, 0.60
2488, 0.62
2489, 0.57
2490, 0.33
2491, 0.59
2492, 0.53
2493, 0.61
2494, 0.47
2495, 0.55
2496, 0.55
2497, 0.59
2498, 0.75
2499, 0.49
2500, 0.55
2501, 0.54
2502, 0.46
2503, 0.50
2504, 0.57
2505, 0.65
2506, 0.65
2507, 0.37
2508, 0.61
2509, 0.28
2510, 0.63
2511, 0.65
2512, 0.58
2513, 0.72
2514, 0.76
2515, 0.65
2516, 0.75
2517, 0.50
2518, 0.61
2519, 0.54
2520, 0.60
2521, 0.54
2522, 0.64
2523, 0.66
2524, 0.56
2525, 0.67
2526, 0.45
2527, 0.64
2528, 0.54
2529, 0.67
2530, 0.58
2531, 0.58
2532, 0.64
2533, 0.55
2534, 0.61
2535, 0.27
2536, 0.51
2537, 0.65
2538, 0.62
2539, 0.57
2540, 0.42
2541, 0.74
2542, 0.28
2543, 0.65
2544, 0.56
2545, 0.61
2546, 0.25
2547, 0.59
2548, 0.62
2549, 0.52
2550, 0.72
2551, 0.57
2552, 0.65
2553, 0.74
2554, 0.68
2555, 0.53
2556, 0.51
2557, 0.50
2558, 0.55
2559, 0.55
2560, 0.62
2561, 0.44
2562, 0.73
2563, 0.74
2564, 0.49
2565, 0.57
2566, 0.57
2567, 0.61
2568, 0.57
2569, 0.62
2570, 0.64
2571, 0.54
2572, 0.57
2573, 0.69
2574, 0.59
2575, 0.55
2576, 0.69
2577, 0.48
2578, 0.63
2579, 0.62
2580, 0.58
2581, 0.54
2582, 0.59
2583, 0.43
2584, 0.41
2585, 0.55
2586, 0.68
2587, 0.65
2588, 0.48
2589, 0.51
2590, 0.53
2591, 0.62
2592, 0.65
2593, 0.37
2594, 0.47
2595, 0.65
2596, 0.45
2597, 0.62
2598, 0.52
2599, 0.47
2600, 0.71
2601, 0.47
2602, 0.58
2603, 0.62
2604, 0.47
2605, 0.34
2606, 0.72
2607, 0.54
2608, 0.61
2609, 0.60
2610, 0.55
2611, 0.50
2612, 0.51
2613, 0.62
2614, 0.53
2615, 0.64
2616, 0.62
2617, 0.74
2618, 0.63
2619, 0.49
2620, 0.56
2621, 0.50
2622, 0.75
2623, 0.53
2624, 0.51
2625, 0.54
2626, 0.70
2627, 0.76
2628, 0.71
2629, 0.59
2630, 0.56
2631, 0.58
2632, 0.41
2633, 0.74
2634, 0.64
2635, 0.47
2636, 0.54
2637, 0.28
2638, 0.52
2639, 0.64
2640, 0.61
2641, 0.51
2642, 0.64
2643, 0.67
2644, 0.50
2645, 0.69
2646, 0.52
2647, 0.46
2648, 0.68
2649, 0.62
2650, 0.64
2651, 0.53
2652, 0.68
2653, 0.25
2654, 0.71
2655, 0.66
2656, 0.74
2657, 0.76
2658, 0.68
2659, 0.42
2660, 0.63
2661, 0.65
2662, 0.76
2663, 0.63
2664, 0.62
2665, 0.63
2666, 0.63
2667, 0.49
2668, 0.60
2669, 0.25
2670, 0.62
2671, 0.76
2672, 0.59
2673, 0.37
2674, 0.61
2675, 0.49
2676, 0.49
2677, 0.57
2678, 0.71
2679, 0.60
2680, 0.59
2681, 0.72
2682, 0.67
2683, 0.67
2684, 0.57
2685, 0.49
2686, 0.71
2687, 0.65
2688, 0.57
2689, 0.64
2690, 0.56
2691, 0.49
2692, 0.60
2693, 0.51
2694, 0.66
2695, 0.50
2696, 0.56
2697, 0.58
2698, 0.67
2699, 0.67
2700, 0.60
2701, 0.52
2702, 0.59
2703, 0.58
2704, 0.53
2705, 0.62
2706, 0.72
2707, 0.53
2708, 0.40
2709, 0.71
2710, 0.63
2711, 0.49
2712, 0.71
2713, 0.62
2714, 0.47
2715, 0.27
2716, 0.50
2717, 0.45
2718, 0.67
2719, 0.54
2720, 0.38
2721, 0.72
2722, 0.39
2723, 0.69
2724, 0.61
2725, 0.46
2726, 0.63
2727, 0.65
2728, 0.59
2729, 0.57
2730, 0.61
2731, 0.60
2732, 0.69
2733, 0.48
2734, 0.55
2735, 0.58
2736, 0.40
2737, 0.55
2738, 0.56
2739, 0.55
2740, 0.61
2741, 0.70
2742, 0.64
2743, 0.74
2744, 0.30
2745, 0.67
2746, 0.49
2747, 0.28
2748, 0.67
2749, 0.45
2750, 0.46
2751, 0.65
2752, 0.52
2753, 0.72
2754, 0.69
2755, 0.75
2756, 0.48
2757, 0.55
2758, 0.75
2759, 0.54
2760, 0.38
2761, 0.52
2762, 0.56
2763, 0.58
2764, 0.58
2765, 0.66
2766, 0.55
2767, 0.59
2768, 0.65
2769, 0.57
2770, 0.63
2771, 0.37
2772, 0.56
2773, 0.62
2774, 0.60
2775, 0.55
2776, 0.71
2777, 0.71
2778, 0.59
2779, 0.48
2780, 0.65
2781, 0.59
2782, 0.49
2783, 0.62
2784, 0.73
2785, 0.60
2786, 0.73
2787, 0.70
2788, 0.53
2789, 0.50
2790, 0.53
2791, 0.54
2792, 0.55
2793, 0.36
2794, 0.60
2795, 0.36
2796, 0.59
2797, 0.55
2798, 0.57
2799, 0.58
2800, 0.51
2801, 0.47
2802, 0.57
2803, 0.70
2804, 0.28
2805, 0.52
2806, 0.51
2807, 0.59
2808, 0.64
2809, 0.52
2810, 0.48
2811, 0.48
2812, 0.66
2813, 0.55
2814, 0.70
2815, 0.55
2816, 0.56
2817, 0.48
2818, 0.47
2819, 0.39
2820, 0.76
2821, 0.60
2822, 0.32
2823, 0.44
2824, 0.64
2825, 0.49
2826, 0.75
2827, 0.59
2828, 0.52
2829, 0.45
2830, 0.56
2831, 0.68
2832, 0.53
2833, 0.39
2834, 0.76
2835, 0.65
2836, 0.51
2837, 0.69
2838, 0.63
2839, 0.64
2840, 0.70
2841, 0.46
2842, 0.57
2843, 0.64
2844, 0.49
2845, 0.55
2846, 0.64
2847, 0.59
2848, 0.54
2849, 0.66
2850, 0.70
2851, 0.61
2852, 0.48
2853, 0.71
2854, 0.64
2855, 0.66
2856, 0.48
2857, 0.70
2858, 0.56
2859, 0.63
2860, 0.53
2861, 0.52
2862, 0.66
2863, 0.56
2864, 0.71
2865, 0.64
2866, 0.51
2867, 0.28
2868, 0.60
2869, 0.65
2870, 0.67
2871, 0.44
2872, 0.50
2873, 0.48
2874, 0.64
2875, 0.57
2876, 0.47
2877, 0.60
2878, 0.70
2879, 0.61
2880, 0.72
2881, 0.61
2882, 0.74
2883, 0.47
2884, 0.73
2885, 0.49
2886, 0.66
2887, 0.66
2888, 0.30
2889, 0.68
2890, 0.61
2891, 0.50
2892, 0.59
2893, 0.42
2894, 0.54
2895, 0.59
2896, 0.75
2897, 0.44
2898, 0.75
2899, 0.66
2900, 0.59
2901, 0.54
2902, 0.73
2903, 0.76
2904, 0.47
2905, 0.54
2906, 0.56
2907, 0.66
2908, 0.64
2909, 0.55
2910, 0.77
2911, 0.62
2912, 0.47
2913, 0.58
2914, 0.50
2915, 0.71
2916, 0.51
2917, 0.48
2918, 0.66
2919, 0.57
2920, 0.34
2921, 0.75
2922, 0.62
2923, 0.55
2924, 0.55
2925, 0.58
2926, 0.61
2927, 0.62
2928, 0.58
2929, 0.69
2930, 0.38
2931, 0.63
2932, 0.59
2933, 0.61
2934, 0.55
2935, 0.61
2936, 0.67
2937, 0.33
2938, 0.68
2939, 0.46
2940, 0.59
2941, 0.48
2942, 0.61
2943, 0.74
2944, 0.55
2945, 0.46
2946, 0.61
2947, 0.41
2948, 0.76
2949, 0.72
2950, 0.45
2951, 0.61
2952, 0.69
2953, 0.65
2954, 0.75
2955, 0.55
2956, 0.67
2957, 0.73
2958, 0.49
2959, 0.47
2960, 0.68
2961, 0.65
2962, 0.58
2963, 0.70
2964, 0.61
2965, 0.57
2966, 0.53
2967, 0.59
2968, 0.51
2969, 0.69
2970, 0.48
2971, 0.63
2972, 0.49
2973, 0.72
2974, 0.74
2975, 0.50
2976, 0.68
2977, 0.37
2978, 0.66
2979, 0.55
2980, 0.60
2981, 0.63
2982, 0.58
2983, 0.49
2984, 0.36
2985, 0.69
2986, 0.57
2987, 0.44
2988, 0.56
2989, 0.46
2990, 0.62
2991, 0.65
2992, 0.70
2993, 0.58
2994, 0.63
2995, 0.60
2996, 0.51
2997, 0.47
2998, 0.55
2999, 0.56
3000, 0.52
3001, 0.61
3002, 0.65
3003, 0.74
3004, 0.67
3005, 0.36
3006, 0.49
3007, 0.66
3008, 0.37
3009, 0.54
3010, 0.51
3011, 0.48
3012, 0.52
3013, 0.61
3014, 0.67
3015, 0.44
3016, 0.46
3017, 0.63
3018, 0.70
3019, 0.62
3020, 0.67
3021, 0.55
3022, 0.61
3023, 0.69
3024, 0.58
3025, 0.39
3026, 0.53
3027, 0.59
3028, 0.52
3029, 0.52
3030, 0.58
3031, 0.68
3032, 0.41
3033, 0.38
3034, 0.52
3035, 0.70
3036, 0.64
3037, 0.49
3038, 0.56
3039, 0.62
3040, 0.65
3041, 0.49
3042, 0.53
3043, 0.53
3044, 0.69
3045, 0.69
3046, 0.64
3047, 0.47
3048, 0.47
3049, 0.52
3050, 0.51
3051, 0.62
3052, 0.62
3053, 0.55
3054, 0.47
3055, 0.64
3056, 0.64
3057, 0.59
3058, 0.70
3059, 0.49
3060, 0.64
3061, 0.63
3062, 0.54
3063, 0.51
3064, 0.50
3065, 0.53
3066, 0.62
3067, 0.69
3068, 0.37
3069, 0.61
3070, 0.69
3071, 0.55
3072, 0.72
3073, 0.59
3074, 0.62
3075, 0.54
3076, 0.55
3077, 0.46
3078, 0.59
3079, 0.61
3080, 0.60
3081, 0.76
3082, 0.76
3083, 0.52
3084, 0.61
3085, 0.54
3086, 0.57
3087, 0.59
3088, 0.61
3089, 0.76
3090, 0.58
3091, 0.65
3092, 0.46
3093, 0.55
3094, 0.71
3095, 0.67
3096, 0.62
3097, 0.53
3098, 0.67
3099, 0.64
3100, 0.75
3101, 0.58
3102, 0.56
3103, 0.52
3104, 0.46
3105, 0.52
3106, 0.29
3107, 0.57
3108, 0.52
3109, 0.52
3110, 0.77
3111, 0.61
3112, 0.59
3113, 0.61
3114, 0.64
3115, 0.64
3116, 0.51
3117, 0.65
3118, 0.63
3119, 0.33
3120, 0.57
3121, 0.59
3122, 0.52
3123, 0.63
3124, 0.75
3125, 0.36
3126, 0.45
3127, 0.63
3128, 0.50
3129, 0.72
3130, 0.53
3131, 0.49
3132, 0.54
3133, 0.70
3134, 0.62
3135, 0.68
3136, 0.60
3137, 0.65
3138, 0.67
3139, 0.57
3140, 0.59
3141, 0.53
3142, 0.72
3143, 0.67
3144, 0.61
3145, 0.28
3146, 0.59
3147, 0.57
3148, 0.63
3149, 0.63
3150, 0.67
3151, 0.52
3152, 0.59
3153, 0.53
3154, 0.69
3155, 0.54
3156, 0.56
3157, 0.61
3158, 0.52
3159, 0.72
3160, 0.73
3161, 0.51
3162, 0.62
3163, 0.61
3164, 0.77
3165, 0.43
3166, 0.67
3167, 0.47
3168, 0.67
3169, 0.57
3170, 0.68
3171, 0.51
3172, 0.61
3173, 0.76
3174, 0.53
3175, 0.61
3176, 0.68
3177, 0.54
3178, 0.62
3179, 0.50
3180, 0.50
3181, 0.64
3182, 0.68
3183, 0.59
3184, 0.57
3185, 0.53
3186, 0.47
3187, 0.57
3188, 0.52
3189, 0.60
3190, 0.68
3191, 0.74
3192, 0.61
3193, 0.54
3194, 0.56
3195, 0.46
3196, 0.54
3197, 0.64
3198, 0.63
3199, 0.50
3200, 0.46
3201, 0.68
3202, 0.59
3203, 0.65
3204, 0.76
3205, 0.54
3206, 0.60
3207, 0.75
3208, 0.53
3209, 0.59
3210, 0.55
3211, 0.75
3212, 0.73
3213, 0.47
3214, 0.50
3215, 0.72
3216, 0.48
3217, 0.37
3218, 0.66
3219, 0.60
3220, 0.36
3221, 0.63
3222, 0.72
3223, 0.66
3224, 0.54
3225, 0.62
3226, 0.60
3227, 0.64
3228, 0.54
3229, 0.60
3230, 0.57
3231, 0.50
3232, 0.72
3233, 0.40
3234, 0.63
3235, 0.51
3236, 0.59
3237, 0.65
3238, 0.64
3239, 0.67
3240, 0.37
3241, 0.51
3242, 0.51
3243, 0.65
3244, 0.57
3245, 0.53
3246, 0.63
3247, 0.70
3248, 0.57
3249, 0.59
3250, 0.48
3251, 0.55
3252, 0.53
3253, 0.57
3254, 0.77
3255, 0.65
3256, 0.52
3257, 0.36
3258, 0.75
3259, 0.61
3260, 0.45
3261, 0.44
3262, 0.55
3263, 0.67
3264, 0.49
3265, 0.69
3266, 0.69
3267, 0.48
3268, 0.63
3269, 0.64
3270, 0.66
3271, 0.48
3272, 0.53
3273, 0.56
3274, 0.72
3275, 0.70
3276, 0.47
3277, 0.38
3278, 0.46
3279, 0.68
3280, 0.65
3281, 0.37
3282, 0.62
3283, 0.49
3284, 0.67
3285, 0.53
3286, 0.77
3287, 0.61
3288, 0.55
3289, 0.52
3290, 0.52
3291, 0.71
3292, 0.56
3293, 0.67
3294, 0.47
3295, 0.50
3296, 0.61
3297, 0.38
3298, 0.63
3299, 0.57
3300, 0.62
3301, 0.64
3302, 0.53
3303, 0.53
3304, 0.64
3305, 0.46
3306, 0.56
3307, 0.67
3308, 0.48
3309, 0.60
3310, 0.74
3311, 0.56
3312, 0.68
3313, 0.55
3314, 0.61
3315, 0.51
3316, 0.56
3317, 0.57
3318, 0.56
3319, 0.49
3320, 0.52
3321, 0.38
3322, 0.59
3323, 0.60
3324, 0.42
3325, 0.47
3326, 0.49
3327, 0.46
3328, 0.63
3329, 0.45
3330, 0.53
3331, 0.33
3332, 0.55
3333, 0.64
3334, 0.58
3335, 0.73
3336, 0.48
3337, 0.53
3338, 0.53
3339, 0.71
3340, 0.67
3341, 0.51
3342, 0.49
3343, 0.44
3344, 0.55
3345, 0.70
3346, 0.64
3347, 0.53
3348, 0.51
3349, 0.62
3350, 0.49
3351, 0.54
3352, 0.44
3353, 0.49
3354, 0.51
3355, 0.45
3356, 0.73
3357, 0.69
3358, 0.25
3359, 0.53
3360, 0.54
3361, 0.72
3362, 0.60
3363, 0.64
3364, 0.59
3365, 0.60
3366, 0.40
3367, 0.39
3368, 0.27
3369, 0.54
3370, 0.65
3371, 0.51
3372, 0.62
3373, 0.54
3374, 0.60
3375, 0.64
3376, 0.47
3377, 0.67
3378, 0.59
3379, 0.32
3380, 0.49
3381, 0.47
3382, 0.49
3383, 0.54
3384, 0.47
3385, 0.60
3386, 0.53
3387, 0.59
3388, 0.58
3389, 0.67
3390, 0.63
3391, 0.57
3392, 0.63
3393, 0.47
3394, 0.57
3395, 0.62
3396, 0.74
3397, 0.55
3398, 0.52
3399, 0.63
3400, 0.58
3401, 0.60
3402, 0.72
3403, 0.56
3404, 0.66
3405, 0.48
3406, 0.67
3407, 0.51
3408, 0.54
3409, 0.48
3410, 0.58
3411, 0.61
3412, 0.68
3413, 0.47
3414, 0.75
3415, 0.64
3416, 0.53
3417, 0.50
3418, 0.36
3419, 0.26
3420, 0.50
3421, 0.27
3422, 0.71
3423, 0.51
3424, 0.64
3425, 0.76
3426, 0.68
3427, 0.50
3428, 0.57
3429, 0.66
3430, 0.51
3431, 0.70
3432, 0.51
3433, 0.62
3434, 0.51
3435, 0.53
3436, 0.61
3437, 0.77
3438, 0.53
3439, 0.56
3440, 0.50
3441, 0.47
3442, 0.47
3443, 0.52
3444, 0.47
3445, 0.59
3446, 0.71
3447, 0.64
3448, 0.65
3449, 0.69
3450, 0.26
3451, 0.61
3452, 0.63
3453, 0.55
3454, 0.76
3455, 0.47
3456, 0.45
3457, 0.69
3458, 0.56
3459, 0.53
3460, 0.45
3461, 0.50
3462, 0.68
3463, 0.74
3464, 0.69
3465, 0.48
3466, 0.54
3467, 0.59
3468, 0.53
3469, 0.64
3470, 0.25
3471, 0.64
3472, 0.57
3473, 0.39
3474, 0.53
3475, 0.69
3476, 0.66
3477, 0.49
3478, 0.69
3479, 0.66
3480, 0.36
3481, 0.51
3482, 0.54
3483, 0.61
3484, 0.50
3485, 0.74
3486, 0.71
3487, 0.66
3488, 0.55
3489, 0.69
3490, 0.72
3491, 0.55
3492, 0.72
3493, 0.58
3494, 0.49
3495, 0.63
3496, 0.51
3497, 0.58
3498, 0.56
3499, 0.59
3500, 0.62
3501, 0.58
3502, 0.62
3503, 0.54
3504, 0.28
3505, 0.69
3506, 0.50
3507, 0.48
3508, 0.50
3509, 0.58
3510, 0.64
3511, 0.70
3512, 0.41
3513, 0.61
3514, 0.71
3515, 0.46
3516, 0.72
3517, 0.64
3518, 0.48
3519, 0.40
3520, 0.63
3521, 0.63
3522, 0.46
3523, 0.59
3524, 0.59
3525, 0.71
3526, 0.57
3527, 0.39
3528, 0.73
3529, 0.51
3530, 0.62
3531, 0.39
3532, 0.61
3533, 0.65
3534, 0.37
3535, 0.55
3536, 0.54
3537, 0.40
3538, 0.54
3539, 0.32
3540, 0.66
3541, 0.74
3542, 0.52
3543, 0.63
3544, 0.47
3545, 0.51
3546, 0.66
3547, 0.54
3548, 0.57
3549, 0.56
3550, 0.55
3551, 0.66
3552, 0.64
3553, 0.63
3554, 0.56
3555, 0.48
3556, 0.64
3557, 0.66
3558, 0.61
3559, 0.59
3560, 0.50
3561, 0.54
3562, 0.54
3563, 0.24
3564, 0.28
3565, 0.32
3566, 0.50
3567, 0.59
3568, 0.24
3569, 0.76
3570, 0.61
3571, 0.62
3572, 0.49
3573, 0.70
3574, 0.49
3575, 0.50
3576, 0.48
3577, 0.54
3578, 0.53
3579, 0.58
3580, 0.47
3581, 0.68
3582, 0.51
3583, 0.61
3584, 0.66
3585, 0.53
3586, 0.67
3587, 0.59
3588, 0.54
3589, 0.45
3590, 0.48
3591, 0.67
3592, 0.68
3593, 0.54
3594, 0.46
3595, 0.68
3596, 0.53
3597, 0.47
3598, 0.55
3599, 0.68
3600, 0.46
3601, 0.48
3602, 0.23
3603, 0.75
3604, 0.63
3605, 0.59
3606, 0.65
3607, 0.25
3608, 0.60
3609, 0.63
3610, 0.66
3611, 0.69
3612, 0.64
3613, 0.53
3614, 0.70
3615, 0.46
3616, 0.75
3617, 0.66
3618, 0.55
3619, 0.52
3620, 0.54
3621, 0.49
